skill_name,skill_link,skill_description
Ocean Memories,https://www.amazon.com/Macde-Ocean-Memories/dp/B079Y58K51/ref=sr_1_241?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-241,"Welcome to ocean memories. By simply asking, ""Alexa, open ocean memories"" or ""Alexa, ask ocean memories "" Please use the following example phrases when using ocean memories Alexa,open ocean memories Alexa,ask ocean memories  Alexa,play ocean memories Alexa will  play  ocean memories. Be on the lookout for our next monthly update. We'd love to hear from you! If you have questions, comments, or feedback, please e-mail us at getmrlove@gmail.com."
Music Quote of the Day,https://www.amazon.com/Music-Quote-of-the-Day/dp/B07D6F1NCQ/ref=sr_1_230?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-230,"Looking for inspiration from a musician who may have said something that you can use to get over your musical hurdle? Here you'll find a quote, and a few fun facts from someone born on this day! Listen everyday and let us know what you think! Your Music Quote of the Day loves your support! Check out www.islevoiceover.com for more voice over services."
Kids Sing Along,https://www.amazon.com/Eric-Roubal-badmoondev-Kids-Along/dp/B078VGGBV2/ref=sr_1_248?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-248,"Specifically for kids aged 5-9 and has no need for an account.  We will play a nursery rhyme, kids movie or show tune, or a song they've likely learned in PreK through 2nd grade and they have to finish the next logical phrase or stanza.   If they get it right, the song continues and they win that round.  After 6 songs, they can earn badges and are ranked with all other users that day but only if they do well.   I've had a load of fun playing it myself while building it and I bet your kids will too! Also built to tolerate the chatter that often accompanies the excitement of the song played or the screeching that comes with getting it right or wrong."
Nee Naw,https://www.amazon.com/Robert-Harchut-Nee-Naw/dp/B078WD7G4L/ref=sr_1_246?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-246,Nee-Naw play the sound of a siren on a vehicle used by emergency services
Wiggly Kids,https://www.amazon.com/Michael-Oswald-Wiggly-Kids/dp/B078X4C55C/ref=sr_1_245?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-245,"Let you kids get their wiggles out with fun interactive voice and music tracks your kids will love. To start, just say ""Alexa, start Wiggly Kids"" or ""Alexa, play WigglyKids"". At anytime, you can stop by saying ""Alexa, stop"""
My Rhymes,https://www.amazon.com/TyroJay-My-Rhymes/dp/B078VVTVNR/ref=sr_1_247?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-247,My Rhymes allows you to sing rhymes along with Alexa in an interactive way.
Down by the Bay,https://www.amazon.com/Adam-Varga-Down-the-Bay/dp/B078X63FKH/ref=sr_1_244?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-244,"Come sing ""Down by the Bay"" in an interactive sing-along! When the the song goes ""have you ever seen a..."", you can suggest an animal name, and hear a song verse with a silly rhyme.  This skill recognizes 70 different animal names. Try suggesting ""whale"", ""cat"", ""mosquito"", ""frog"", ""alpaca"", ""elk"", and more. If you can't think of an animal, say ""I don't know"" and we'll suggest one for you."
World Rhymes,https://www.amazon.com/UDG-World-Rhymes/dp/B077MTJKB8/ref=sr_1_254?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-254,"Kids love listening their favourite rhymes, but when kids hear these same rhymes in five different languages it makes kids more happier and kids love to listen again and again. Its a first step to introduce kids to new languages.  Just say ""Alexa, Play World Rhymes"" and it will randomly play a popular rhyme either in Arabic or Chinese or English or Hindi or Spanish and its catchy. Just say ""Alexa, ask World Rhymes to play Jingle Bells"" and it will play ""Jingle Bells"" rhyme either in Arabic or Chinese or English or Hindi or Spanish.   Top Five popular rhymes that are played ""Five Little Monkeys"", ""Jingle Bells"",  ""Wheels on the bus"",  ""Johnny Johnny Yes Papa"" and ""Twinkle Twinkle Little Star"""
Hurray Concert,https://www.amazon.com/Bicycle-Hurray-Concert/dp/B075FJ9Y6Q/ref=sr_1_256?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-256,"Hurray Concert plays entertaining music that also have educational aspects, especially for children. Hurray Concert currently provides 80 creative and fun songs, along with video for some of them.  Music are categorized by genre, theme, speed, or target age and new music and video will be frequently added to Hurray Concert."
Sloka Time,https://www.amazon.com/Radhika-Sloka-Time/dp/B077C1KRNP/ref=sr_1_255?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-255,This skill plays tens of slokas for kids and everyone to listen to. Kids can sing along to memorize and practice slokas.
Read Rhyme,https://www.amazon.com/S-Gupta-Read-Rhyme/dp/B07813CH74/ref=sr_1_253?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-253,"Reads out one random selection of children's rhyme out of a selection of four rhymes. The four rhymes are Humpty Dumpty, Ba Ba black sheep, Twinkle twinkle little star and Little Jack Horner."
Happy Birthday song,https://www.amazon.com/Macde-Happy-Birthday-song/dp/B078K9LKQK/ref=sr_1_250?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-250,"Welcome to Happy Birthday song Welcome to Happy Birthday song. By simply asking, ""Alexa, open Happy Birthday song""  Please use the following example phrases when using Happy Birthday song Alexa,open Happy Birthday song Alexa,ask Happy Birthday song  Alexa,play Happy Birthday song Alexa will  play Happy Birthday song .  Be on the lookout for our next monthly update. We'd love to hear from you! If you have questions, comments, or feedback, please e-mail us at getmrlove@gmail.com."
Kid's Kazamo,https://www.amazon.com/Eric-Roubal-badmoondev-Kids-Kazamo/dp/B078JN2T33/ref=sr_1_251?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-251,"Kids age 5-9 and parents alike will be challenged to a game of name-that-song.   The music has no lyrics but is adjusted or performed to play only the most familiar part.  You will still be challenged since the music is comprised of countless nursery rhymes, ageless movie and play themes, and holiday-appropriate music (until the holidays are over) along with a couple twists.   Building this has inspired me to teach some of the oldie nursery rhymes to my 7-year-old grandchild!  This skill is designed to tolerate the natural inclination to sing-along and the post guess discussion (and singing)."
LeapFrog Songs,https://www.amazon.com/LeapFrog-Enterprises-Songs/dp/B078H23V96/ref=sr_1_252?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-252,"Sing along with the LeapFrog gang, including Scout, Violet, Leap, Lily, Tad and more! With LeapFrog learning classics on letters, shapes and numbers to remakes of favorite nursery rhymes this collection of 20 LeapFrog songs will keep your preschooler singing, dancing and learning! New Features: - Ask for a specific song by name or track number - Ask for the current LeapFrog track list. Note: On screen-based devices, you can see and interact with the track list - Bug fixes How to ask for the LeapFrog track list: ""Alexa, ask LeapFrog Songs for my track list."" Example on how to ask for a specific song: ""Alexa, ask LeapFrog Songs to play the song Gus Naps."" Track Names: Track 1 - Meg's Pet Track 2 - If You're Happy And You Know It Track 3 - Nap Time Track 4 - Twinkle, Twinkle, Little Star Track 5 - Old MacDonald Track 6 - Count to 10 Track 7 - Dig It Track 8 - Feelings Are Special Track 9 - On The Farm Track 10 - Hop, Hop, Hop Track 11 - Hello Goodbye Track 12 - Hello Around The World Track 13 - Muffin Man Track 14 - The Scout Song Track 15 - Us Track 16 - Patty Cake Track 17 - Count with Me, Conmigo Contaras Track 18 - London Bridge Track 19 - The ABC Song Track 20 - Gus Naps Copyright © LeapFrog Enterprises 2020. All rights reserved."
Sing Along: DoReMiFaSo,https://www.amazon.com/Carson-Ip-Sing-Along-DoReMiFaSo/dp/B078NHFGG3/ref=sr_1_249?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-249,"The skill will play a rhythm, and you should repeat the rhythm using sol-fa names, i.e. 'Do, Re, Mi, Fa, So, La, Ti'. The rhythm gets longer when you answer correctly."
Rhymes for Kids,https://www.amazon.com/Kathuria-Rhymes-for-Kids/dp/B0796D42N4/ref=sr_1_243?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-243,"A skill that gives your kids another source to listen and learn new rhymes. This will enhance their hearing, learning skills. It will also enhance your kid's interaction skills. This skill can play 10 most popular nursery rhymes. You just need to speak out a name of the rhyme from the given list of rhymes to be played. Here are the options:  Twinkle Twinkle Little Star,  Humpty Dumpty Sat On A Wall, Hello Song,  Baa Baa Black Sheep,  Wheels on the Bus, Bath Song,  Drive in my car,  Blue Whale,  Brush our teeth and  Abc Song Any one of the rhyme can be invoked in a session, just select any of these by saying complete or part of phrase, as Baa will work for Baa Baa Black Sheep. You can anytime stop, cancel or ask for help from alexa for this skill.  Enable it, to get your kids entertained."
Call Santa,https://www.amazon.com/zoid66-Call-Santa/dp/B01NCISDE9/ref=sr_1_257?dchild=1&qid=1624575142&rnid=14284832011&s=alexa-skills&sr=1-257,"When you ask Alexa to call Santa it plays a nice message recording that seems to be making a call to Santa. You will get his voicemail, you can then pretend to leave a message. The kids will love it.  Special Notes: If you pretend to leave a voicemail it is not recording, and is never saved by us. It's just for fun."
"Goodnight, Sleep Tight",https://www.amazon.com/Scribe-FZE-Goodnight-Sleep-Tight/dp/B079WMSDRM/ref=sr_1_242?dchild=1&qid=1624575140&rnid=14284832011&s=alexa-skills&sr=1-242,"This magical bedtime lullaby is based on the children's picture book Goodnight, Sleep Tight written by Dubai-based South African author, Angela Boshoff Hundal. Inspired by a lullaby Angela sung her to son as a baby, she turned the song into this lullaby, a video and a beautiful picture book for big and little people."
