skill_name,skill_link,skill_description
Aulesha Woodland’s Story,https://www.amazon.com/Angel-Woodland-Aulesha-Woodlands-Story/dp/B083RRMBJW/ref=sr_1_183?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-183,Listen to a personalized story that's all about mom and narrated by Alexa.
Personal Trainer,https://www.amazon.com/Me-Personal-Trainer/dp/B083G2QY79/ref=sr_1_193?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-193,"Work out with Alexa throughout the week. Once you open the skill, just ask Alexa to start the workout. You can also ask Alexa for your progress. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
funny jokes,https://www.amazon.com/rushaad-developers-funny-jokes/dp/B083BN56K3/ref=sr_1_199?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-199,"Try these lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Holiday Greeting,https://www.amazon.com/Staraptor-Holiday-Greeting/dp/B08319FHRF/ref=sr_1_208?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-208,Play a holiday greeting for your friends and family. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Christmas Countdown,https://www.amazon.com/MamaDi-Arends-Christmas-Countdown/dp/B0831R8W9X/ref=sr_1_207?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-207,"A short, simple and fun countdown to Christmas appropriate for all ages. Try saying “Alexa countdown to Christmas“. Also try adding it to your morning routine “start my day” or other routine as appropriate. You’ll hear a fun greeting, the date, how many days until Christmas, then a closing statement and sleigh bells."
Whose Turn,https://www.amazon.com/Bill-Whose-Turn/dp/B0834MWPRK/ref=sr_1_205?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-205,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Family Jokes,https://www.amazon.com/Brooke-Family-Jokes/dp/B08336FMFT/ref=sr_1_206?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-206,"Try these lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created by a girl"
Whose Turn,https://www.amazon.com/Carrie-Whose-Turn/dp/B0836DC4FL/ref=sr_1_204?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-204,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
How Many Days,https://www.amazon.com/Janiah-How-Many-Days/dp/B083893PNS/ref=sr_1_202?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-202,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Cat litter,https://www.amazon.com/Daddy-Cat-litter/dp/B083924WBQ/ref=sr_1_201?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-201,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
My Alien Story,https://www.amazon.com/Homemaker-My-Alien-Story/dp/B0837DS267/ref=sr_1_203?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-203,Play an interactive science fiction-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
How Many Days,https://www.amazon.com/ChildA-How-Many-Days/dp/B08394VGN2/ref=sr_1_200?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-200,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Colleen-Whose-Turn/dp/B083C622SR/ref=sr_1_198?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-198,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Eemily-Whose-Turn/dp/B083DFBTKM/ref=sr_1_197?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-197,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Month of Ramadan,https://www.amazon.com/Sani-Nahuche-Month-of-Ramadan/dp/B083DFWRW1/ref=sr_1_196?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-196,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Debbie-Whose-Turn/dp/B083DH76GT/ref=sr_1_195?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-195,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Keliann-Whose-Turn/dp/B083ZHZPLP/ref=sr_1_180?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-180,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
You Decide,https://www.amazon.com/Amber-Martz-You-Decide/dp/B083FN6FG1/ref=sr_1_194?dchild=1&qid=1624647850&rnid=14284832011&s=alexa-skills&sr=1-194,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
You Decide,https://www.amazon.com/Daemon-You-Decide/dp/B082ZL6611/ref=sr_1_209?dchild=1&qid=1624647852&rnid=14284832011&s=alexa-skills&sr=1-209,"Next time you're trying to make a difficult decision, just ask Alexa for help. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
How Many Days,https://www.amazon.com/LilMissBit-How-Many-Days/dp/B082QP8LZ5/ref=sr_1_216?dchild=1&qid=1624647852&rnid=14284832011&s=alexa-skills&sr=1-216,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Erin-Whose-Turn/dp/B0825WCV1Z/ref=sr_1_224?dchild=1&qid=1624647852&rnid=14284832011&s=alexa-skills&sr=1-224,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
The cleaners,https://www.amazon.com/Dianne-de-Leon-The-cleaners/dp/B0826NNWSF/ref=sr_1_223?dchild=1&qid=1624647852&rnid=14284832011&s=alexa-skills&sr=1-223,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Erins day,https://www.amazon.com/Paula-Erins-day/dp/B082HCH4S9/ref=sr_1_220?dchild=1&qid=1624647852&rnid=14284832011&s=alexa-skills&sr=1-220,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Christmas Day,https://www.amazon.com/Athens-Christmas-Day/dp/B0827B98D5/ref=sr_1_222?dchild=1&qid=1624647852&rnid=14284832011&s=alexa-skills&sr=1-222,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
hardcore science jokes,https://www.amazon.com/Shubham-Singh-hardcore-science-jokes/dp/B082KJGWGM/ref=sr_1_218?dchild=1&qid=1624647852&rnid=14284832011&s=alexa-skills&sr=1-218,"Try these lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Christmas Countdown,https://www.amazon.com/Carrera-Christmas-Countdown/dp/B0827DBWDB/ref=sr_1_221?dchild=1&qid=1624647852&rnid=14284832011&s=alexa-skills&sr=1-221,"Open the skill and ask Alexa for one of the pre-defined countdown timers. Alexa will read the into message and the countdown (10, 9, 8, ... 3, 2, 1), and then play a fun sound effect. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Days till,https://www.amazon.com/Wallace-Productions-Days-till/dp/B082HHGSJG/ref=sr_1_219?dchild=1&qid=1624647852&rnid=14284832011&s=alexa-skills&sr=1-219,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
